step,phase,mrr,ap,hits@10,ndcg@10,deploy_hit@topk,gTE_gap,gCal_max,gCal_max_all,bound_gTE_gap,bound_gCal_max,eps_r0,pmin_gb,beta_r0,eps_r_delta,pmin_g,beta_r_delta,eps_r0_kernel,eps_r_delta_kernel,audit_n_active,audit_beta_t,audit_total_samples,cov_enabled,cov_eps,cov_pool_frac,cov_min_share_present,cov_max_deficit_present,pd_enabled,lambda_te,lambda_cal,rho_te,rho_cal,pd_cal_gate_open,pd_gte_soft,pd_gcal_soft,pd_v_te,pd_v_cal,pd_shift_abs_mean,pd_shift_abs_max,pd_shift_nonzero,last_loss,mem_norm_mean,n_groups_seen,w_pos_max,w_pos_min
1100,post,0.11252897831381213,0.11252897831381213,0.14,0.10835626997505746,0.06,0.00665842124354547,0.019999999999999997,0.019999999999999997,0.6030752298387271,0.31158029577616636,0.013333333333333197,0.3333333333333333,0.09052676525872225,0.018111337983702246,0.3333333333333333,0.08240120032275226,0.020137349847666294,0.02510050378527342,4,0.007380234381045325,55000,1.0,0.1,0.0,0.3235086545750462,0.0,1.0,0.0,0.0,0.125,0.125,1.0,0.006151527956140523,0.018339760780887476,-0.11884847204385948,-0.10666023921911252,0.0,0.0,0.0,0.6931471824645996,0.006345415022224188,2.0,1.0,1.0
1200,post,0.11075465839343276,0.11075465839343276,0.135,0.10708978389330737,0.06,0.007692436878912167,0.019999999999999997,0.019999999999999997,0.793588138217455,0.3152251131600049,0.013333333333333197,0.3333333333333333,0.09174170438666843,0.04986348938015692,0.3333333333333333,0.08240120032275226,0.02020678645757668,0.07294710881783667,4,0.007066036458008114,60000,1.0,0.1,0.0,0.4066969602521216,0.0,1.0,0.0,0.0,0.11000000000000001,0.11000000000000001,1.0,0.00710682589470376,0.018319351472641448,-0.10289317410529625,-0.09168064852735856,0.0,0.0,0.0,0.6931471824645996,0.006915124133229256,2.0,1.0,1.0
1300,post,0.12274718489213982,0.12274718489213982,0.16,0.12275176078829332,0.07,0.004633598428198777,0.4743052968901907,0.4743052968901907,0.5558680671653887,0.7416161658022823,0.15810176563006317,0.3333333333333333,0.08910362297069756,0.010243477538145852,0.3333333333333333,0.08240120032275226,0.17780097435621386,0.013940940587627744,4,0.006788828236441658,65000,1.0,0.1,0.0,0.5012070394848934,0.0,1.0,0.0,0.041230593923560224,0.095,0.095,1.0,0.004280851154652381,0.43550061434599774,-0.09071914884534762,0.34050061434599777,0.0,0.0,0.0,0.6931471824645996,0.007552172522991896,2.0,1.0,1.0
1400,post,0.1526879878807216,0.1526879878807216,0.1925,0.15328033631312318,0.095,0.00808410336127449,0.49931340679527475,0.49931340679527475,0.8164470386678019,0.908414987852188,0.11175973248968565,0.19900497512437812,0.06901936957045127,0.01781700855527604,0.2,0.06382769531150415,0.11928384879450914,0.02056437384603292,4,0.006541878578549558,70000,1.0,0.1,0.0,0.40449769329033275,0.0,1.0,0.0,0.09951780879548096,0.08,0.08,1.0,0.00759907210246801,0.4670761082616367,-0.072400927897532,0.3870761082616367,0.0,0.0,0.0,0.6931471824645996,0.008052032440900803,2.0,1.0,1.0
1500,post,0.1606648167155432,0.1606648167155432,0.204,0.1623976310820012,0.106,0.0,0.019999999999999997,0.019999999999999997,0.6293245681141835,0.24174438294858072,0.010000000000000005,0.5,0.11087219147429035,0.05641069453674406,0.5,0.10092044749180179,0.020254564392562253,0.11311491057435609,4,0.006320055140639192,75000,1.0,0.1,0.0,0.45834057735642153,0.0,1.0,0.0,0.07005065370779749,0.065,0.065,1.0,0.0,0.018003871330559695,-0.065,-0.04699612866944031,0.0,0.0,0.0,0.6931471824645996,0.008593413978815079,2.0,1.0,1.0
1600,post,0.17772433698114184,0.17772433698114184,0.225,0.18094812371308136,0.11666666666666667,0.0,0.5020247967420902,0.5020247967420902,1.004709635908271,0.6128969882163787,0.5020247967420883,1.0,0.11087219147429035,0.40143437046233377,1.0,0.10092044749180179,0.5260894805505039,0.4207259281847347,4,0.006119367076702041,80000,1.0,0.1,0.0,0.1285206821521574,0.0,1.0,0.0,0.13840501265224686,0.05,0.05,1.0,0.0,0.4519194922647489,-0.05,0.40191949226474893,0.0,0.0,0.0,0.6983610391616821,0.009109110571444035,2.0,1.0,1.0
1700,post,0.18230466593216282,0.18230466593216282,0.23,0.1856983086832498,0.11857142857142858,0.0,0.019999999999999997,0.019999999999999997,0.35586074285168795,0.17679695687296806,0.02000000000000001,1.0,0.15679695687296805,0.03520730586217607,1.0,0.1427230655636679,0.020150164534848837,0.03547165029757976,4,0.005936658075098749,85000,1.0,0.1,0.0,0.5081599223537873,0.0,1.0,0.0,0.11917907927692126,0.05,0.05,1.0,0.0,0.017289118787158313,-0.05,-0.032710881212841686,0.0,0.0,0.0,0.6931471824645996,0.009640074335038662,2.0,1.0,1.0
1800,post,0.17840027761429933,0.17840027761429933,0.22375,0.18123524941326877,0.1175,0.009203786468601979,0.4761504846883885,0.4761504846883885,0.48872175950619157,0.704328643900574,0.23805207870675635,0.4975124378109453,0.1123601819402954,0.0212599923847461,0.5,0.10092044749180179,0.25903515029185714,0.038602066647801615,4,0.005769394608674284,90000,1.0,0.1,0.0,0.48430900083748996,0.0,1.0,0.0,0.18966725344138474,0.05,0.05,1.0,0.00836008313731544,0.42805423316918517,-0.04163991686268456,0.3780542331691852,0.0,0.0,0.0,0.6932410001754761,0.010188470594584942,2.0,1.0,1.0
1900,post,0.17223632982111362,0.17223632982111362,0.21777777777777776,0.17518096348809306,0.11444444444444445,0.13584324556339164,0.4650844608934351,0.4650844608934351,0.546812919678745,0.6957252884698021,0.23247547059033127,0.4975124378109453,0.11365651372300309,0.03578278242788447,0.5,0.10092044749180179,0.2536193682901072,0.014316400683334804,4,0.005615516354899812,95000,1.0,0.1,0.0,0.4300885592905943,0.0,1.0,0.0,0.18966725344138474,0.05,0.05,0.0,0.12339060998719731,0.4176193064580004,0.0733906099871973,0.3676193064580004,0.0,0.0,0.0,0.6925778985023499,0.010742252692580223,2.0,1.0,1.0
2000,post,0.17780627675143115,0.17780627675143115,0.224,0.18095927481604426,0.122,0.16510043508151068,0.02018972395907525,0.6881942989924456,0.48317243457118914,0.16952936129095939,0.011903478535175687,0.42857142857142855,0.060751962018092624,0.049592702003221675,0.42857142857142855,0.053944248262033125,0.020754475579397785,0.02034060660821744,4,0.005473328305111973,100000,1.0,0.1,0.0,0.40647602854839276,0.0,1.0,0.0,0.18966725344138474,0.05,0.05,0.0,0.15665006508054224,0.019033407131921844,0.10665006508054224,-0.03096659286807816,0.0,0.0,0.0,0.6931471824645996,0.011215968988835812,2.0,1.0,1.0
2100,post,0.17741685633198478,0.17741685633198478,0.22272727272727272,0.18021854189502462,0.12454545454545454,0.415124739946287,0.4621304224863806,0.4621304224863806,1.4488458551924919,0.787511944324856,0.11553120203359091,0.24875621890547264,0.08036729157955738,0.10974419911722755,0.25,0.07136153278183395,0.13579061631191647,0.13297606235919207,4,0.0053414214922300465,105000,1.0,0.1,0.0,0.3982448013697622,0.0,1.0,0.03553260811785957,0.18966725344138474,0.05,0.05,0.0,0.38747400130038145,0.42775306702475235,0.33747400130038147,0.37775306702475236,0.0,0.0,0.0,0.6935383081436157,0.01173464860767126,2.0,1.0,1.0
2200,post,0.18276484599710185,0.18276484599710185,0.2275,0.18548715447735475,0.13083333333333333,0.15833759924143592,0.4992582955013869,0.4992582955013869,1.431398874659437,1.3976975597422918,0.20765682109268369,0.2,0.0718826908557747,0.07931219215443958,0.2,0.06382769531150415,0.22045640317804488,0.07691183581034386,6,0.005218613777583252,110000,1.0,0.1,0.9950248756218906,0.0989506151973942,0.0010493848026058017,1.0,0.025314695887359105,0.18966725344138474,0.05,0.05,0.0,0.14883763596234667,0.46577699197921246,0.09883763596234667,0.4157769919792125,0.001096245361015087,0.001096245361015087,1.0,0.6923359632492065,0.012202576734125614,2.0,1.0,1.0
2300,post,0.17956024901398288,0.17956024901398288,0.2230769230769231,0.1818424524094561,0.12923076923076923,0.0,0.020037141958906646,0.020037141958906646,0.2735783822102159,0.11283729681390356,0.020037141958906372,1.0,0.0928001548549972,0.054387990782355684,1.0,0.08240120032275226,0.02021369995673666,0.05487107725681795,8,0.0051039049615947225,115000,1.0,0.1,0.0,0.3526923632522195,0.0,1.0,0.0,0.17757841205391142,0.05,0.05,1.0,0.0,0.018335595826819186,-0.05,-0.03166440417318082,5.4943760330960985e-06,5.494376033096098e-06,1.0,0.693156361579895,0.012756671756505966,2.0,1.0,1.0
2400,post,0.17870147431984376,0.17870147431984376,0.22214285714285714,0.1809341603159539,0.12857142857142856,0.010060982778154787,0.46983817516632254,0.46983817516632254,0.8632103281362151,0.9151019092929654,0.06997688216661671,0.14285714285714285,0.060751962018092624,0.06937151290028332,0.2857142857142857,0.053944248262033125,0.08698705760083897,0.09615658103178036,8,0.004996442295568911,120000,1.0,0.1,0.0,0.34204227307395,0.0,1.0,0.0,0.25826690811083536,0.05,0.05,1.0,0.009546029398372324,0.44292934822618674,-0.04045397060162768,0.39292934822618675,0.0,0.0,0.0,0.6927424669265747,0.013259855099022388,2.0,1.0,1.0
2500,post,0.19100461289986398,0.19100461289986398,0.23733333333333334,0.19416284377493712,0.14133333333333334,0.06898200901377079,0.4683866077279776,0.5433671288223006,0.5116547168134,1.439770494033678,0.14288295504850432,0.1414356787491116,0.060751962018092624,0.019149282711309733,0.2857142857142857,0.053944248262033125,0.22052331849175452,0.01995577399124913,8,0.004895493661361633,125000,1.0,0.1,0.0,0.10523373712041449,0.0,1.0,0.0,0.25826690811083536,0.05,0.05,0.0,0.06545128846001386,0.441560915745908,0.015451288460013854,0.391560915745908,0.0,0.0,0.0,0.693180501461029,0.013690621592104435,2.0,1.0,1.0
2600,post,0.19007827281067982,0.19007827281067982,0.23625,0.1931457985995377,0.139375,0.012636226679351142,0.019999999999999997,0.019999999999999997,0.7483960494314655,0.3184004645649912,0.013333333333333197,0.3333333333333333,0.0928001548549972,0.042331474582491986,0.3333333333333333,0.08240120032275226,0.020195171207974247,0.06042031344610535,8,0.004800426482298606,130000,1.0,0.1,0.0,0.3518199455445915,0.0,1.0,0.0,0.2533958882711484,0.05,0.05,1.0,0.011674254126458146,0.01830160794830211,-0.03832574587354186,-0.03169839205169789,0.0,0.0,0.0,0.6931471824645996,0.014273373410105705,2.0,1.0,1.0
2700,post,0.19311236029623524,0.19311236029623524,0.23823529411764705,0.19599289795712807,0.1411764705882353,4.97071984848372e-07,0.019999999999999997,0.019999999999999997,0.7354651316053971,0.2473130274460062,0.010000000000000005,0.5,0.11365651372300309,0.08294583540954746,0.5,0.10092044749180179,0.020314283028605235,0.16681392377648815,8,0.004710690972005409,135000,1.0,0.1,0.0,0.34922602559654786,0.0,1.0,0.0,0.2478154957616709,0.05,0.05,1.0,4.51505815866022e-07,0.017958858726681452,-0.049999548494184136,-0.03204114127331855,0.0,0.0,0.0,0.6931471824645996,0.014706946909427643,2.0,1.0,1.0
2800,post,0.19301425588790724,0.19301425588790724,0.23666666666666666,0.19550780506731416,0.1438888888888889,0.024747086439260713,0.46585447252945733,0.5144730350468268,0.21863153442421798,1.5240854602643978,0.09930505345408021,0.09850746268656717,0.050828738154054524,0.009524887423781101,0.5,0.04513299618227339,0.15918479546143324,0.013994993618518844,8,0.004625806704591405,140000,1.0,0.1,0.0,0.3502024587074686,0.0,1.0,0.0,0.3351739568459745,0.05,0.05,1.0,0.02367840890074125,0.44332102426871556,-0.026321591099258752,0.39332102426871557,0.0,0.0,0.0,0.6940456032752991,0.01526426151394844,2.0,1.0,1.0
2900,post,0.18984227326123035,0.18984227326123035,0.23210526315789473,0.19196466404086077,0.14210526315789473,0.0,0.0204152294484744,0.0204152294484744,0.3000230228727535,0.11321538430347132,0.020415229448474122,1.0,0.0928001548549972,0.06761031111362449,1.0,0.08240120032275226,0.02064545424076094,0.06836126193818857,8,0.0045453517549508115,145000,1.0,0.1,0.0,0.4113170233056213,0.0,1.0,0.0,0.3369781598574818,0.05,0.05,1.0,0.0,0.018681576277030525,-0.05,-0.031318423722969474,0.0,0.0,0.0,0.6931471824645996,0.015767648816108704,2.0,1.0,1.0
3000,post,0.1921157354752789,0.1921157354752789,0.235,0.19442288881196437,0.144,0.0519254449348428,0.46352479728889034,0.5386405494671396,0.2767617369457961,0.9869621180854354,0.1197303620180598,0.16832504145936983,0.0464000774274986,0.016458095035664717,0.4166666666666667,0.04120060016137613,0.2501715873413841,0.02065165643371701,8,0.0044689538474188715,150000,1.0,0.1,0.0,0.31686554021229196,0.0,1.0,0.0,0.4314996483952796,0.05,0.05,1.0,0.04987074049591871,0.4429709126440755,-0.00012925950408129022,0.3929709126440755,0.0,0.0,0.0,0.6931471824645996,0.016222910955548286,2.0,1.0,1.0
3100,post,0.19350407575661707,0.19350407575661707,0.23761904761904762,0.19618761545365068,0.14523809523809525,0.024086365274272215,0.4624685251206556,0.5175042383574142,0.34326474853661254,1.4554878336629105,0.12329741409553775,0.12375621890547264,0.056828256861501544,0.013901916604713967,0.375,0.050460223745900895,0.19239474290414887,0.02213070576569592,8,0.004396283088095091,155000,1.0,0.1,0.0,0.4378627191023603,0.0,1.0,0.0,0.5326990543088335,0.05,0.05,1.0,0.022929345376240102,0.43760045411168697,-0.0270706546237599,0.387600454111687,0.0,0.0,0.0,0.6936473846435547,0.016682656481862068,2.0,1.0,1.0
3200,post,0.19056711959986306,0.19056711959986306,0.2340909090909091,0.19306831146081427,0.1431818181818182,0.003768570747722564,0.449630250532497,0.47872089957618846,0.6842435691981011,0.7634850432204466,0.15663028215068772,0.32669983416252074,0.0928001548549972,0.031639394543597925,0.3333333333333333,0.08240120032275226,0.1700610717157998,0.049466804624142886,8,0.004327045956505713,160000,1.0,0.1,0.0,0.39015123122703077,0.0,1.0,0.0,0.6358968916364187,0.05,0.05,1.0,0.0034816764306976424,0.4114478283471309,-0.04651832356930236,0.3614478283471309,0.0,0.0,0.0,0.6931471824645996,0.017198508605360985,2.0,1.0,1.0
3300,post,0.19220371176475276,0.19220371176475276,0.23652173913043478,0.19490449596826553,0.14565217391304347,0.03000368660684749,0.4604541074101536,0.49849101748799785,0.3696801171616967,0.6977131071181032,0.13730401022106242,0.2828713574982232,0.060059043533738615,0.02527291970118759,0.42857142857142855,0.053944248262033125,0.1516369749351352,0.04147466609952137,8,0.00426098030657905,165000,1.0,0.1,0.0,0.3227373380514408,0.0,1.0,0.0,0.7513657872505297,0.05,0.05,1.0,0.028468001657890287,0.4343664725270547,-0.021531998342109716,0.3843664725270547,0.0,0.0,0.0,0.6931471824645996,0.017645448446273804,2.0,1.0,1.0
3400,post,0.19158618058238913,0.19158618058238913,0.23541666666666666,0.19415091450585129,0.145,0.10026054545403172,0.4595038783890137,0.7701774661978902,0.4674075569038376,0.6452877986955554,0.18384191377158518,0.39502487562189054,0.07106281864845014,0.02965381606926339,0.4,0.06382769531150415,0.20576220341015802,0.012853396552549846,8,0.0041978511824882015,170000,1.0,0.1,0.0,0.11141539483885386,0.0,1.0,0.0,0.7513657872505297,0.05,0.05,0.0,0.09424509805102788,0.4290167396239664,0.04424509805102787,0.3790167396239664,0.0,0.0,0.0,0.6977570652961731,0.018148822709918022,2.0,1.0,1.0
3500,post,0.19056440601307584,0.19056440601307584,0.2348,0.19317715912624112,0.1432,0.0,0.020051508101253175,0.020051508101253175,0.16149662657427766,0.10041879968081024,0.02005150810125286,1.0,0.08036729157955738,0.009386780505304886,1.0,0.07136153278183395,0.020160553296957026,0.009437670355777566,8,0.004137447296896268,175000,1.0,0.1,0.0,0.4648717537126666,0.0,1.0,0.0,0.7830445661975982,0.05,0.05,1.0,0.0,0.018559899265310733,-0.05,-0.031440100734689266,0.0,0.0,0.0,0.6931471824645996,0.018643846735358238,2.0,1.0,1.0
3600,post,0.19024601247872677,0.19024601247872677,0.235,0.19293056081588872,0.1426923076923077,0.0020379051042716144,0.019999999999999997,0.019999999999999997,0.5077706281816736,0.3184004645649912,0.013333333333333197,0.3333333333333333,0.0928001548549972,0.0022272377075266757,0.3333333333333333,0.08240120032275226,0.0200992101429664,0.004006600795277228,8,0.004079578051134694,180000,1.0,0.1,0.0,0.4068833185966301,0.0,1.0,0.0,0.814037719040231,0.05,0.05,1.0,0.001882763159966885,0.01830160794830211,-0.04811723684003312,-0.03169839205169789,0.0,0.0,0.0,0.6931471824645996,0.01914922706782818,2.0,1.0,1.0
3700,post,0.19082073486772957,0.19082073486772957,0.2351851851851852,0.19339563013838335,0.14407407407407408,0.08436487453499752,0.4992553911210026,0.4992553911210026,0.5900292371053466,0.9935177742701983,0.11795049965948692,0.1654228855721393,0.0464000774274986,0.08172215756890443,0.4166666666666667,0.04120060016137613,0.2149808869317189,0.11460526422461817,8,0.004024071001438241,185000,1.0,0.1,0.9950248756218906,0.02684982180219147,0.07315017819780853,1.0,0.0,0.814037719040231,0.05,0.05,0.0,0.08102653275643693,0.4771171198193974,0.031026532756436923,0.42711711981939743,0.0,0.0,0.0,0.6947333216667175,0.019627954810857773,2.0,1.0,1.0
3800,post,0.19155741847434915,0.19155741847434915,0.2367857142857143,0.19432751078570581,0.1442857142857143,0.0,0.44501100109970876,0.44501100109970876,0.1324368211978964,0.7116518245397632,0.14175266790291063,0.2835820895522388,0.060059043533738615,0.012274162336915072,1.0,0.053944248262033125,0.14749635858779536,0.01547078276684172,8,0.00397076969441362,190000,1.0,0.1,0.9850746268656716,0.02585211259283083,0.07414788740716918,1.0,0.0,0.9327261797641575,0.05,0.05,1.0,0.0,0.4197983157770639,-0.05,0.3697983157770639,0.0,0.0,0.0,0.6933510303497314,0.02011485956609249,2.0,1.0,1.0
3900,post,0.19194017004728212,0.19194017004728212,0.23793103448275862,0.19491905000990123,0.14379310344827587,0.3504860278971923,0.4558496362045551,0.4558496362045551,1.5012754207670769,0.882724918090597,0.10378395951051327,0.19900497512437812,0.0718826908557747,0.08629984676520354,0.2,0.06382769531150415,0.11187068764858824,0.15517987411287582,8,0.003919531809791724,195000,1.0,0.1,0.0,0.4107806680177845,0.0,1.0,0.02334030547903826,0.9327261797641575,0.05,0.05,0.0,0.3294575140709839,0.4252794079925031,0.2794575140709839,0.3752794079925031,0.0,0.0,0.0,0.6932937502861023,0.020534444600343704,2.0,1.0,1.0
4000,post,0.19206249565972217,0.19206249565972217,0.23933333333333334,0.1953706726376693,0.144,0.0,0.021202294596965193,0.021202294596965193,0.2942977586008735,0.11577848591433665,0.021202294596964908,1.0,0.09457619131737174,0.06474767897768448,1.0,0.08240120032275226,0.021525795452890448,0.0656149690647776,8,0.0038702275602049492,200000,1.0,0.1,0.0,0.3812319911665564,0.0,1.0,0.0,0.9707164484374998,0.05,0.05,1.0,0.0,0.019370323203766453,-0.05,-0.03062967679623355,0.0035013729036759067,0.003501372903675907,1.0,0.6931471824645996,0.020932355895638466,2.0,1.0,1.0
