step,phase,mrr,ap,hits@10,ndcg@10,deploy_hit@topk,gTE_gap,gCal_max,gCal_max_all,bound_gTE_gap,bound_gCal_max,eps_r0,pmin_gb,beta_r0,eps_r_delta,pmin_g,beta_r_delta,eps_r0_kernel,eps_r_delta_kernel,audit_n_active,audit_beta_t,audit_total_samples,audit_step_scale,audit_step_eff,cov_enabled,cov_eps,cov_pool_frac,cov_min_share_present,cov_max_deficit_present,pd_enabled,lambda_te,lambda_cal,rho_te,rho_cal,pd_cal_gate_open,pd_gte_soft,pd_gcal_soft,pd_v_te,pd_v_cal,pd_shift_abs_mean,pd_shift_abs_max,pd_shift_nonzero,last_loss,mem_norm_mean,n_groups_seen,w_pos_max,w_pos_min
1100,post,0.1324279912663315,0.1324279912663315,0.16,0.12835626997505747,0.07,0.009412002808940886,0.019999999999999997,0.019999999999999997,0.6003948323438926,0.31158029577616636,0.013333333333333197,0.3333333333333333,0.09052676525872225,0.017664605067896494,0.3333333333333333,0.08240120032275226,0.020135926035573095,0.02349006909115947,4,0.002806650507667521,380300,1.0,0.25,1.0,0.1,0.0,0.49218487959777046,0.0,1.0,0.0,0.0,0.15833333333333335,0.15833333333333335,1.0,0.008695484452654337,0.018339760780887476,-0.14963784888067902,-0.13999357255244588,0.0,0.0,0.0,0.6931471824645996,0.006345415022224188,2.0,1.0,1.0
1200,post,0.12567928924780197,0.12567928924780197,0.15,0.12208978389330737,0.065,0.0007309236842209428,0.019999999999999997,0.019999999999999997,0.5960988950129075,0.3152251131600049,0.013333333333333197,0.3333333333333333,0.09174170438666843,0.016948615512732298,0.3333333333333333,0.08240120032275226,0.02013307351061234,0.025836047733874355,5,0.0026697574315224116,420300,1.0,0.25,1.0,0.1,0.0,0.5016160817619091,0.0,1.0,0.0,0.0,0.15000000000000002,0.15000000000000002,1.0,0.0006752798167657193,0.018319351472641448,-0.1493247201832343,-0.13168064852735858,0.0,0.0,0.0,0.6931471824645996,0.006915124133229256,2.0,1.0,1.0
1300,post,0.13269693879505262,0.13269693879505262,0.17,0.13275176078829332,0.07333333333333333,0.004897279795927652,0.49556764166453016,0.49556764166453016,0.5373362279645102,0.7628785105766215,0.16518921388817626,0.3333333333333333,0.08910362297069756,0.007154837671332768,0.3333333333333333,0.08240120032275226,0.18489973712100402,0.00917304298882964,5,0.0025511207291926304,460300,1.0,0.25,1.0,0.1,0.0,0.5416410847471211,0.0,1.0,0.0,0.04756507939085235,0.14166666666666666,0.14166666666666666,1.0,0.004524458947816551,0.4550234075181875,-0.1371422077188501,0.3133567408515208,0.0,0.0,0.0,0.6931471824645996,0.007552172522991896,2.0,1.0,1.0
1400,post,0.1601503033079062,0.1601503033079062,0.2,0.1607803363131232,0.0975,0.09058989005628872,0.4965279611500356,0.4965279611500356,0.9309669228802643,0.9056162345836192,0.11120276666509485,0.19900497512437812,0.06901936957045127,0.02926899697652228,0.2,0.06382769531150415,0.11898746935151612,0.03294759608573354,5,0.0024470128369122983,500300,1.4756507939085235,0.3689126984771309,1.0,0.1,0.0,0.5268252606365093,0.0,1.0,0.0,0.10199761562239407,0.13333333333333333,0.13333333333333333,1.0,0.0851546641016548,0.46447050005235013,-0.04817866923167853,0.33113716671901683,0.0,0.0,0.0,0.6931471824645996,0.008052032440900803,2.0,1.0,1.0
1500,post,0.16663401970664152,0.16663401970664152,0.21,0.1683976310820012,0.108,0.0037014840156252638,0.019999999999999997,0.019999999999999997,0.6448524442757473,0.24174438294858072,0.010000000000000005,0.5,0.11087219147429035,0.060292663577135024,0.5,0.10092044749180179,0.020264100516005162,0.11908092742480623,5,0.002354691495850988,540300,2.0199761562239407,0.5049940390559852,1.0,0.1,0.0,0.5570461915615462,0.0,1.0,0.0,0.06773353148954996,0.125,0.125,1.0,0.003362172102496832,0.018003871330559695,-0.12163782789750317,-0.1069961286694403,0.0,0.0,0.0,0.6931471824645996,0.008593413978815079,2.0,1.0,1.0
1600,post,0.1826986728070571,0.1826986728070571,0.23,0.18594812371308136,0.11833333333333333,0.0,0.4218722433770444,0.7286150409903708,0.21404827023569054,0.5426844376080965,0.4249244105174718,0.9900497512437811,0.1123601819402954,0.00610368762604348,1.0,0.10092044749180179,0.44543494217403384,0.006142572583465799,6,0.002272088344385108,580300,1.6773353148954997,0.4193338287238749,1.0,0.1,0.0,0.5443368561702729,0.0,1.0,0.0,0.11001299383088309,0.11666666666666667,0.11666666666666667,1.0,0.0,0.3792586701918532,-0.11666666666666667,0.2625920035251865,0.0,0.0,0.0,0.6983610391616821,0.009109110571444035,2.0,1.0,1.0
1700,post,0.18089064844849412,0.18089064844849412,0.22714285714285715,0.1838956522444742,0.11571428571428571,0.0,0.019999999999999997,0.019999999999999997,0.508712518531567,0.17890129317067427,0.02000000000000001,1.0,0.15890129317067425,0.11163319370211557,1.0,0.1427230655636679,0.020258929418590674,0.11307844959915052,6,0.0021976099285266797,620300,2.100129938308831,0.5250324845772077,1.0,0.1,0.0,0.5801439448455424,0.0,1.0,0.0,0.08064817774985328,0.10833333333333334,0.10833333333333334,1.0,0.0,0.017257725155592304,-0.10833333333333334,-0.09107560817774103,0.0,0.0,0.0,0.6931471824645996,0.009640074335038662,2.0,1.0,1.0
1800,post,0.17032672775907756,0.17032672775907756,0.21375,0.17261926283737583,0.10875,0.040940444675555986,0.4718440539286934,0.4718440539286934,0.49368394947593036,0.7000007302683965,0.2358988878449765,0.4975124378109453,0.1123601819402954,0.022500539877180804,0.5,0.10092044749180179,0.25666266464486337,0.024182657826546612,6,0.002130006115988426,660300,1.806481777498533,0.4516204443746332,1.0,0.1,0.0,0.5234378948979485,0.0,1.0,0.0,0.13757687080309286,0.1,0.1,1.0,0.03718746869388204,0.4241827976129579,-0.06281253130611797,0.3241827976129579,0.0,0.0,0.0,0.6932410001754761,0.010188470594584942,2.0,1.0,1.0
1900,post,0.1650598134213366,0.1650598134213366,0.2088888888888889,0.16752230875396598,0.10666666666666667,0.0007628248231982783,0.3821235546426904,0.3821235546426904,0.5960080502423624,0.6122054850423209,0.1909233295816342,0.4975124378109453,0.11365651372300309,0.048081565068788794,0.5,0.10092044749180179,0.21076180113522225,0.09653338442204447,6,0.0020682804929612153,700300,2.375768708030929,0.5939421770077322,1.0,0.1,0.0,0.5145608757823281,0.0,1.0,0.0,0.18247528514037775,0.09166666666666667,0.09166666666666667,1.0,0.000692897316001535,0.34312514669827093,-0.09097376935066515,0.25145848003160426,0.0,0.0,0.0,0.6925778985023499,0.010742252692580223,2.0,1.0,1.0
2000,post,0.1719284543685636,0.1719284543685636,0.217,0.17477188467986673,0.114,0.002309208952869646,0.020172178399190492,0.6696208424074291,0.4187466290214087,0.16949855953874546,0.011890277784226848,0.42857142857142855,0.060751962018092624,0.03578717224255444,0.42857142857142855,0.053944248262033125,0.02066334937397331,0.06217209977396578,6,0.0020116277796502473,740300,2.8247528514037774,0.7061882128509444,1.0,0.1,0.0,0.5381753770499903,0.0,1.0,0.0,0.16357554542602332,0.08333333333333334,0.08333333333333334,1.0,0.0021910162294424586,0.019016866450864436,-0.08114231710389089,-0.0643164668824689,0.0,0.0,0.0,0.6931471824645996,0.011215968988835812,2.0,1.0,1.0
2100,post,0.17207552286843122,0.17207552286843122,0.21636363636363637,0.17459364177122685,0.11727272727272728,0.005709347628232376,0.4542573067823534,0.4542573067823534,0.9148920941495943,0.7789597885889112,0.11340380010922652,0.24875621890547264,0.08036729157955738,0.042999978986865334,0.25,0.07136153278183395,0.13361905044490713,0.055554829971820555,6,0.0019593891355172196,780300,2.635755454260233,0.6589388635650583,1.0,0.1,0.0,0.1188590149813346,0.0,1.0,0.0,0.23008688000748576,0.075,0.075,1.0,0.0053290578889908635,0.42046562342534805,-0.06967094211100913,0.34546562342534803,0.0,0.0,0.0,0.693516731262207,0.01173464860767126,2.0,1.0,1.0
2200,post,0.178281144385196,0.178281144385196,0.2225,0.18085677082518303,0.12333333333333334,0.17387537657824806,0.39780082170245284,0.4393828805800791,1.624015589167896,1.1956082535942152,0.16723895986306836,0.2,0.0718826908557747,0.09857386360528547,0.2,0.06382769531150415,0.17892730328096185,0.09658599461583844,6,0.001911019608701627,820300,3.3008688000748574,0.8252172000187143,1.0,0.1,0.004975124378109453,0.04894355607587657,0.05105644392412344,1.0,0.0,0.23008688000748576,0.06666666666666668,0.06666666666666668,0.0,0.16344317537938774,0.3711234681706211,0.09677650871272106,0.3044568015039544,0.0,0.0,0.0,0.6923264861106873,0.012202576734125614,2.0,1.0,1.0
2300,post,0.17542144752606975,0.17542144752606975,0.21846153846153846,0.17756825211514374,0.12230769230769231,0.0,0.020037164487575004,0.020037164487575004,0.3825324631182043,0.11283731934257192,0.020037164487574727,1.0,0.0928001548549972,0.1088650312363499,1.0,0.08240120032275226,0.02029368771682125,0.11026137396146429,6,0.0018660640131731856,860300,1.0,0.25,1.0,0.1,0.0,0.43918017842687535,0.0,1.0,0.0,0.21910556935677458,0.058333333333333334,0.058333333333333334,1.0,0.0,0.01833561644236198,-0.058333333333333334,-0.039997716890971355,0.0,0.0,0.0,0.6931599974632263,0.012756671756505966,2.0,1.0,1.0
2400,post,0.173796509260978,0.173796509260978,0.21642857142857144,0.17580031021868425,0.12142857142857143,0.022154126815835257,0.36154699920655664,0.36154699920655664,0.6905260847607128,0.8107711620899802,0.05449624865567856,0.14214641080312723,0.060751962018092624,0.04470233527521156,0.2857142857142857,0.053944248262033125,0.07127579590529669,0.07058751195930209,6,0.0018241387705732678,900300,3.191055693567746,0.7977639233919365,1.0,0.1,0.0,0.324852671779626,0.0,1.0,0.0,0.277200261569592,0.05,0.05,1.0,0.021020207522710693,0.3408402832634968,-0.02897979247728931,0.2908402832634968,0.0,0.0,0.0,0.6925340294837952,0.013259855099022388,2.0,1.0,1.0
2500,post,0.18504847193123378,0.18504847193123378,0.22866666666666666,0.18747524014314051,0.13333333333333333,0.2937303532373435,0.38318721037516756,0.4880366009141747,1.0583625799562952,1.8419599322085654,0.19845775125646029,0.14072494669509594,0.060751962018092624,0.09725040601743762,0.2857142857142857,0.053944248262033125,0.26866209046964507,0.13917220413739448,6,0.0017849180486050572,940300,3.7720026156959197,0.9430006539239799,1.0,0.1,0.0,0.4277278828125726,0.0,1.0,0.020575736440485683,0.277200261569592,0.05,0.05,0.0,0.27869629130924944,0.36124110451433866,0.22869629130924946,0.3112411045143387,0.0,0.0,0.0,0.6932276487350464,0.013690621592104435,2.0,1.0,1.0
2600,post,0.18412131606070795,0.18412131606070795,0.226875,0.1862735057654129,0.1325,0.30204094275667825,0.32032822271871314,0.32032822271871314,0.9482791602848005,0.6076973292249579,0.10674225175618304,0.3283582089552239,0.0928001548549972,0.07564532639138115,0.3333333333333333,0.08240120032275226,0.1252929764989116,0.03209709336568687,6,0.0017481230439639233,980300,1.0,0.25,1.0,0.1,0.0,0.3459896974955688,0.0,1.0,0.04351211081287032,0.277200261569592,0.05,0.05,0.0,0.27904712473213733,0.29312607734871454,0.22904712473213734,0.24312607734871455,0.0030603394747287485,0.003060339474728749,1.0,0.6931471824645996,0.014273373410105705,2.0,1.0,1.0
2700,post,0.1864519741606256,0.1864519741606256,0.22764705882352942,0.1882713695523215,0.13411764705882354,0.0028818834522633457,0.019999999999999997,0.019999999999999997,0.6565066246885283,0.24960743843906197,0.010000000000000005,0.5,0.11480371921953098,0.06320620868033026,0.5,0.10092044749180179,0.020273415855756764,0.12539873216861439,7,0.0017135136001041344,1020300,1.0,0.25,1.0,0.1,0.0,0.47883619129411387,0.0,1.0,0.010688778001227216,0.27039437648736814,0.05,0.05,1.0,0.0026177036304749044,0.017940377893609742,-0.047382296369525095,-0.03205962210639026,4.265828976623776e-05,4.265828976623777e-05,1.0,0.6931471824645996,0.014706946909427643,2.0,1.0,1.0
2800,post,0.18475965954350063,0.18475965954350063,0.22555555555555556,0.18644509187276104,0.13166666666666665,0.11079851633005977,0.3101740433243252,0.3594331111966629,0.43811002382318276,0.7330378805171608,0.0970892693692174,0.20248756218905473,0.051341784048934073,0.06439450977352229,0.5,0.04513299618227339,0.11204807022198601,0.07536748346893062,7,0.0016808815815558807,1060300,3.7039437648736815,0.9259859412184204,1.0,0.1,0.0,0.46065775439470286,0.0,1.0,0.0,0.27039437648736814,0.05,0.05,0.0,0.10601379607647206,0.2950268390644391,0.056013796076472055,0.24502683906443912,0.0005867826024285775,0.0005867826024285775,1.0,0.6936943531036377,0.01526426151394844,2.0,1.0,1.0
2900,post,0.18320682699239393,0.18320682699239393,0.2236842105263158,0.18481558946981838,0.13157894736842105,0.0,0.4586012037690878,0.4586012037690878,0.2751791662729562,0.7847637069286817,0.16618488275496573,0.33001658374792703,0.0928001548549972,0.05518838281372583,1.0,0.08240120032275226,0.1730292401761505,0.06363682061549675,7,0.0016500455857128508,1100300,1.0,0.25,1.0,0.1,0.0,0.3921304225037904,0.0,1.0,0.0,0.3476283799044355,0.05,0.05,1.0,0.0,0.4196569718000628,-0.05,0.3696569718000628,0.0,0.0,0.0,0.6931471824645996,0.015767648816108704,2.0,1.0,1.0
3000,post,0.18778922792439198,0.18778922792439198,0.229,0.18963507578988137,0.137,0.0036654209746635746,0.31413635391938427,0.31413635391938427,0.48417353995427664,0.9269990970984363,0.10963708402439411,0.16832504145936983,0.0464000774274986,0.05966888732909817,0.4166666666666667,0.04120060016137613,0.1928774333322507,0.10788934617957914,7,0.00162084668429854,1140300,4.476283799044355,1.1190709497610887,1.0,0.1,0.0,0.33080985945435004,0.0,1.0,0.0,0.4034744039478978,0.05,0.05,1.0,0.003520379237291517,0.30020673803051173,-0.046479620762708486,0.25020673803051174,0.0,0.0,0.0,0.6931471824645996,0.016222910955548286,2.0,1.0,1.0
3100,post,0.18854363280742478,0.18854363280742478,0.23047619047619047,0.1905864989213067,0.13714285714285715,0.2407975058680377,0.2797708468963474,0.3645625805619482,0.687178891001111,1.0505627216648252,0.07253207826886873,0.12313432835820895,0.056828256861501544,0.07838581831680741,0.375,0.050460223745900895,0.12102714897251321,0.06319369991797187,7,0.001593144965657953,1180300,5.034744039478978,1.2586860098697445,1.0,0.1,0.0,0.46574298126838387,0.0,1.0,0.013886869926571663,0.4034744039478978,0.05,0.05,0.0,0.22923048433891483,0.26472687977438486,0.1792304843389148,0.21472687977438487,0.0,0.0,0.0,0.6933991312980652,0.016682656481862068,2.0,1.0,1.0
3200,post,0.1871538185935634,0.1871538185935634,0.22954545454545455,0.1892834396601367,0.1359090909090909,0.12576320497860818,0.019999999999999997,0.019999999999999997,0.7140718407891828,0.3184004645649912,0.013333333333333197,0.3333333333333333,0.0928001548549972,0.03661077314211154,0.3333333333333333,0.08240120032275226,0.02019935947727312,0.013236780919805777,7,0.0015668167057730342,1220300,1.0,0.25,1.0,0.1,0.0,0.46299273788038886,0.0,1.0,0.005827350817939125,0.4034744039478978,0.05,0.05,0.0,0.11618908491704175,0.01830160794830211,0.06618908491704174,-0.03169839205169789,0.0017066607861620268,0.0017066607861620268,1.0,0.6931471824645996,0.017198508605360985,2.0,1.0,1.0
3300,post,0.18905584904452793,0.18905584904452793,0.23130434782608697,0.19112189843670516,0.1373913043478261,0.005063185918098798,0.020407717050818036,0.020407717050818036,0.28351531265824265,0.16896486744330644,0.011661552600467274,0.42857142857142855,0.060751962018092624,0.006809033021876014,0.42857142857142855,0.053944248262033125,0.020353189418592585,0.009797131221739645,7,0.0015417520372117562,1260300,1.0,0.25,1.0,0.1,0.0,0.39082960604388134,0.0,1.0,0.0,0.4028192525783106,0.05,0.05,1.0,0.004804035817310121,0.019238915205013737,-0.04519596418268988,-0.030761084794986265,2.5917550634036556e-05,2.5917550634036556e-05,1.0,0.6931471824645996,0.017645448446273804,2.0,1.0,1.0
3400,post,0.18815112322743782,0.18815112322743782,0.23083333333333333,0.19029574238348299,0.13666666666666666,0.13081060880318807,0.24996541914639067,0.31008441095925193,0.4979321300011225,0.6625046004689228,0.057981395007287766,0.19601990049751244,0.0718826908557747,0.03575873068872036,0.4,0.06382769531150415,0.1143552634103836,0.010225990600279252,7,0.0015178530156418214,1300300,5.028192525783106,1.2570481314457764,1.0,0.1,0.0,0.41320731940097205,0.0,1.0,0.0,0.4028192525783106,0.05,0.05,0.0,0.12296221406877814,0.2332022163235252,0.07296221406877813,0.18320221632352518,0.0,0.0,0.0,0.6933081150054932,0.018148822709918022,2.0,1.0,1.0
3500,post,0.18792128431442942,0.18792128431442942,0.2312,0.19018722492053827,0.1364,0.0,0.2243487160362246,0.2243487160362246,0.2789731824549593,0.6087770953275277,0.07106979681037488,0.24875621890547264,0.08036729157955738,0.0681250584456457,1.0,0.07136153278183395,0.07349360372536956,0.069064392489451,7,0.0014950320061826606,1340300,1.0,0.25,1.0,0.1,0.0,0.5011142999336644,0.0,1.0,0.0,0.4414248490208946,0.05,0.05,1.0,0.0,0.20765967072940003,-0.05,0.15765967072940001,0.0,0.0,0.0,0.6931471824645996,0.018643846735358238,2.0,1.0,1.0
3600,post,0.18643622012371452,0.18643622012371452,0.23153846153846153,0.18909474162890028,0.1346153846153846,0.003004367590664656,0.019999999999999997,0.019999999999999997,0.8412549476746849,0.3184004645649912,0.013333333333333197,0.3333333333333333,0.0928001548549972,0.057807957623028566,0.3333333333333333,0.08240120032275226,0.020224643538257432,0.08782523239428251,7,0.0014732103288918577,1380300,5.414248490208946,1.3535621225522365,1.0,0.1,0.0,0.5047500549975162,0.0,1.0,0.0,0.44184184898674217,0.05,0.05,1.0,0.0027756506457760842,0.01830160794830211,-0.04722434935422392,-0.03169839205169789,0.0,0.0,0.0,0.6931471824645996,0.01914922706782818,2.0,1.0,1.0
3700,post,0.1860538910010018,0.1860538910010018,0.23333333333333334,0.18925522609308837,0.13444444444444445,0.04455131837251447,0.02073531154728515,0.02073531154728515,0.2928284345179258,0.13766155447666542,0.012095598402582796,0.4166666666666667,0.045263382629361124,0.019805323696525073,0.4166666666666667,0.04120060016137613,0.02088601998736541,0.02212766287512633,7,0.001452317115599232,1420300,5.418418489867422,1.3546046224668555,1.0,0.1,0.0,0.5003999623274615,0.0,1.0,0.0,0.442264382110444,0.05,0.05,1.0,0.042788410192627094,0.019837403559594187,-0.007211589807372909,-0.030162596440405816,0.0,0.0,0.0,0.6943859457969666,0.019627954810857773,2.0,1.0,1.0
3800,post,0.1875385836526084,0.1875385836526084,0.23464285714285715,0.19069972289142192,0.13607142857142857,0.0,0.15909276379944748,0.15909276379944748,0.13429366242444724,0.3661373053672498,0.09947388747426164,0.43354655294953803,0.059263679173941895,0.013202582950190498,1.0,0.053944248262033125,0.10282105839389749,0.013449829375674367,7,0.0014322883401896626,1460300,5.42264382110444,1.35566095527611,1.0,0.1,0.0,0.5643101559164362,0.0,1.0,0.0,0.4697597214731947,0.05,0.05,1.0,0.0,0.15019184262365598,-0.05,0.10019184262365598,0.0,0.0,0.0,0.693115234375,0.02011485956609249,2.0,1.0,1.0
3900,post,0.18880149240094896,0.18880149240094896,0.23517241379310344,0.19179402913608912,0.13689655172413792,0.026560851081778705,0.14318222183931234,0.14318222183931234,0.9800449146745439,0.5620427067703937,0.0407864762312302,0.19900497512437812,0.07106281864845014,0.03417679615595025,0.2,0.06382769531150415,0.046094031125054766,0.03740724371870056,7,0.0014130659920670397,1500300,5.697597214731947,1.4243993036829867,1.0,0.1,0.0,0.5600754615832719,0.0,1.0,0.0,0.49478999115301153,0.05,0.05,1.0,0.024967249112650053,0.13368237543712957,-0.02503275088734995,0.08368237543712957,0.0,0.0,0.0,0.6930980682373047,0.020534444600343704,2.0,1.0,1.0
4000,post,0.18963385657718776,0.18963385657718776,0.23666666666666666,0.19281250913455789,0.13733333333333334,0.0,0.020302743621369086,0.020302743621369086,0.3204033852902086,0.113102898476366,0.020302743621368805,1.0,0.0928001548549972,0.07780049232235205,1.0,0.08240120032275226,0.020558925931769296,0.07878125460674999,7,0.0013945973684669826,1540300,5.947899911530115,1.4869749778825287,1.0,0.1,0.0,0.511471237163325,0.0,1.0,0.0,0.49648530071275093,0.05,0.05,1.0,0.0,0.018578642701659428,-0.05,-0.03142135729834057,0.0,0.0,0.0,0.6931471824645996,0.020932355895638466,2.0,1.0,1.0
