step,mrr,ap,hits@10,last_loss,mem_norm_mean,n_groups_seen,w_pos_max,w_pos_min
13000,0.3599137931034499,0.3599137931034499,0.998,0.665010929107666,0.05696544423699379,1.0,1.0,1.0
13500,0.3301166666666672,0.3301166666666672,1.0,0.6649436354637146,0.056965429335832596,1.0,1.0,1.0
14000,0.3305500000000008,0.3305500000000008,1.0,0.6648842096328735,0.056965429335832596,1.0,1.0,1.0
14500,0.3310107305936078,0.3310107305936078,0.996,0.6665836572647095,0.057015400379896164,1.0,1.0,1.0
15000,0.4315136054421773,0.4315136054421773,0.998,0.6661944389343262,0.05719446763396263,1.0,1.0,1.0
15500,0.9766801801801803,0.9766801801801803,0.998,0.6663589477539062,0.05717083811759949,1.0,1.0,1.0
16000,0.9722166666666668,0.9722166666666668,1.0,0.666881799697876,0.05708901956677437,1.0,1.0,1.0
16500,0.9149833333333328,0.9149833333333328,1.0,0.6677185297012329,0.05707594007253647,1.0,1.0,1.0
17000,0.9155548048048048,0.9155548048048048,0.996,0.6619985103607178,0.05997729301452637,1.0,1.0,1.0
17500,0.7588738738738715,0.7588738738738715,0.994,0.6620616316795349,0.059932589530944824,1.0,1.0,1.0
18000,0.329166666666667,0.329166666666667,1.0,0.6617238521575928,0.05993255600333214,1.0,1.0,1.0
18500,0.326333333333334,0.326333333333334,1.0,0.6613978743553162,0.05993252992630005,1.0,1.0,1.0
19000,0.28783333333333355,0.28783333333333355,1.0,0.6608821153640747,0.059932537376880646,1.0,1.0,1.0
19500,0.2603888888888889,0.2603888888888889,1.0,0.7005006074905396,0.059933412820100784,1.0,1.0,1.0
20000,0.2522333333333333,0.2522333333333333,1.0,0.6607465744018555,0.059932608157396317,1.0,1.0,1.0
20500,0.32281111111111194,0.32281111111111194,1.0,0.6591798067092896,0.06011160835623741,1.0,1.0,1.0
21000,0.3801818181818197,0.3801818181818197,0.998,0.6595640182495117,0.05998130887746811,1.0,1.0,1.0
21500,0.35211628614916396,0.35211628614916396,0.996,0.6608518958091736,0.05988400802016258,1.0,1.0,1.0
22000,0.3853333333333359,0.3853333333333359,1.0,0.656394362449646,0.06263493001461029,1.0,1.0,1.0
22500,0.34433333333333427,0.34433333333333427,1.0,0.6562190055847168,0.06263325363397598,1.0,1.0,1.0
23000,0.40859997076141896,0.40859997076141896,0.986,0.656084418296814,0.0636175200343132,1.0,1.0,1.0
23500,0.4928212977498695,0.4928212977498695,0.994,0.6498115658760071,0.06655062735080719,1.0,1.0,1.0
24000,0.5100136054421769,0.5100136054421769,0.998,0.6504384875297546,0.06638185679912567,1.0,1.0,1.0
24500,0.7445203047653145,0.7445203047653145,0.982,0.6422026753425598,0.07140007615089417,1.0,1.0,1.0
25000,0.9716453281708756,0.9716453281708756,0.988,0.6425279974937439,0.07103151082992554,1.0,1.0,1.0
25500,0.9803625304136252,0.9803625304136252,0.992,0.6437137126922607,0.07085046172142029,1.0,1.0,1.0
26000,0.9927492492492492,0.9927492492492492,0.996,0.6457858085632324,0.07052060216665268,1.0,1.0,1.0
26500,0.9795151515151513,0.9795151515151513,0.994,0.645797610282898,0.07052057981491089,1.0,1.0,1.0
27000,0.9298333333333326,0.9298333333333326,0.988,0.6725937128067017,0.07048605382442474,1.0,1.0,1.0
27500,0.9869999999999999,0.9869999999999999,1.0,0.647505521774292,0.07047690451145172,1.0,1.0,1.0
28000,0.6993205128205122,0.6993205128205122,0.99,0.6459250450134277,0.07117283344268799,1.0,1.0,1.0
28500,0.5109889518183078,0.5109889518183078,0.97,0.6563103199005127,0.07072188705205917,1.0,1.0,1.0
29000,0.6758358043613519,0.6758358043613519,0.99,0.6447902321815491,0.07064516097307205,1.0,1.0,1.0
29500,0.9710700458241647,0.9710700458241647,0.99,0.6450752019882202,0.071132592856884,1.0,1.0,1.0
30000,0.9552510571796285,0.9552510571796285,0.98,0.6464547514915466,0.07241205126047134,1.0,1.0,1.0
30500,0.9858603603603604,0.9858603603603604,0.992,0.6467372179031372,0.07234054803848267,1.0,1.0,1.0
31000,0.9980145985401461,0.9980145985401461,0.998,0.6477344036102295,0.07228957861661911,1.0,1.0,1.0
31500,0.6873000000000001,0.6873000000000001,0.994,0.6480507850646973,0.07227329164743423,1.0,1.0,1.0
32000,0.6523555555555556,0.6523555555555556,0.99,0.6503087878227234,0.07219284027814865,1.0,1.0,1.0
32500,0.8784,0.8784,1.0,0.6501685976982117,0.07218288630247116,1.0,1.0,1.0
33000,0.5084278911564626,0.5084278911564626,0.996,0.6519070267677307,0.07215477526187897,1.0,1.0,1.0
33500,0.9116617463617462,0.9116617463617462,0.984,0.6516085863113403,0.07217955589294434,1.0,1.0,1.0
34000,0.9938468468468468,0.9938468468468468,0.998,0.6526572108268738,0.07190907001495361,1.0,1.0,1.0
34500,0.9294222222222218,0.9294222222222218,0.988,0.6531013250350952,0.07190685719251633,1.0,1.0,1.0
35000,1.0,1.0,1.0,0.6529443860054016,0.0719047412276268,1.0,1.0,1.0
35500,0.973068824868825,0.973068824868825,0.992,0.6518365740776062,0.07210280001163483,1.0,1.0,1.0
36000,0.9580693906858292,0.9580693906858292,0.988,0.6508584022521973,0.07280745357275009,1.0,1.0,1.0
36500,0.9499730380730377,0.9499730380730377,0.99,0.650844395160675,0.07279539853334427,1.0,1.0,1.0
37000,0.9131880991557461,0.9131880991557461,0.986,0.6493931412696838,0.07296750694513321,1.0,1.0,1.0
37500,0.9720043253043255,0.9720043253043255,0.992,0.6405022144317627,0.0737336128950119,1.0,1.0,1.0
38000,0.5904040548129443,0.5904040548129443,0.99,0.6387108564376831,0.07723458856344223,1.0,1.0,1.0
38500,0.6666144712430424,0.6666144712430424,0.986,0.6374088525772095,0.07794300466775894,1.0,1.0,1.0
39000,0.47995324322879057,0.47995324322879057,0.976,0.6382240056991577,0.07794325053691864,1.0,1.0,1.0
39500,0.643,0.643,1.0,0.6370356678962708,0.07794304192066193,1.0,1.0,1.0
40000,0.9379523809523809,0.9379523809523809,0.992,0.6374690532684326,0.07793452590703964,1.0,1.0,1.0
40500,0.933413434313434,0.933413434313434,0.986,0.6405701637268066,0.07755989581346512,1.0,1.0,1.0
41000,0.9686967032967034,0.9686967032967034,0.996,0.6402051448822021,0.07755989581346512,1.0,1.0,1.0
41500,0.5429832025117741,0.5429832025117741,0.984,0.6362736225128174,0.07746987789869308,1.0,1.0,1.0
42000,0.4948285714285714,0.4948285714285714,0.99,0.6577509641647339,0.07743162661790848,1.0,1.0,1.0
42500,0.9019285714285714,0.9019285714285714,0.998,0.6361528635025024,0.0774303674697876,1.0,1.0,1.0
43000,0.9474105496744152,0.9474105496744152,0.988,0.6396422386169434,0.07703390717506409,1.0,1.0,1.0
43500,0.998014705882353,0.998014705882353,0.998,0.6395865082740784,0.07701384276151657,1.0,1.0,1.0
44000,0.9890135135135135,0.9890135135135135,0.998,0.6398652791976929,0.07682118564844131,1.0,1.0,1.0
44500,0.9378489517071606,0.9378489517071606,0.994,0.6422591805458069,0.07676824182271957,1.0,1.0,1.0
45000,0.5023333333333333,0.5023333333333333,1.0,0.6420841813087463,0.07676386088132858,1.0,1.0,1.0
45500,0.5,0.5,1.0,0.6415622234344482,0.0767638236284256,1.0,1.0,1.0
46000,0.49418205128205134,0.49418205128205134,0.992,0.6419389843940735,0.07676275819540024,1.0,1.0,1.0
46500,0.490489064856712,0.490489064856712,0.994,0.6423020362854004,0.0767621397972107,1.0,1.0,1.0
47000,0.4996666666666667,0.4996666666666667,1.0,0.6420115232467651,0.07676172256469727,1.0,1.0,1.0
47500,0.8519871794871797,0.8519871794871797,0.998,0.6420153975486755,0.07676146924495697,1.0,1.0,1.0
48000,0.9429287379287377,0.9429287379287377,0.994,0.6336879134178162,0.07994361966848373,1.0,1.0,1.0
48500,0.9940277992277993,0.9940277992277993,0.996,0.6342585682868958,0.0796075239777565,1.0,1.0,1.0
49000,0.9727516087516087,0.9727516087516087,0.998,0.6319865584373474,0.08003520220518112,1.0,1.0,1.0
49500,0.958304395449405,0.958304395449405,0.984,0.6395102143287659,0.07915687561035156,1.0,1.0,1.0
50000,0.9740857142857142,0.9740857142857142,0.998,0.635522186756134,0.0795709639787674,1.0,1.0,1.0
