step,phase,mrr,ap,hits@10,ndcg@10,deploy_hit@topk,gTE_gap,gCal_max,gCal_max_all,bound_gTE_gap,bound_gCal_max,eps_r0,pmin_gb,beta_r0,eps_r_delta,pmin_g,beta_r_delta,eps_r0_kernel,eps_r_delta_kernel,audit_n_active,audit_beta_t,audit_total_samples,cov_enabled,cov_eps,cov_pool_frac,cov_min_share_present,cov_max_deficit_present,pd_enabled,lambda_te,lambda_cal,rho_te,rho_cal,pd_cal_gate_open,pd_gte_soft,pd_gcal_soft,pd_v_te,pd_v_cal,pd_shift_abs_mean,pd_shift_abs_max,pd_shift_nonzero,last_loss,mem_norm_mean,n_groups_seen,w_pos_max,w_pos_min
2200,post,0.17332808195542343,0.17332808195542343,0.21666666666666667,0.1756183081774459,0.1225,0.14437516287196073,0.4992078523913467,0.537251527079297,1.3506183280610184,1.4194602742483513,0.20777216914539304,0.19701492537313434,0.0718826908557747,0.07123413749459771,0.2,0.06382769531150415,0.22056659009838703,0.06279355607794397,6,0.007380234381045325,55000,1.0,0.1,0.009950248756218905,0.08815560966560551,0.011844390334394495,1.0,0.02625898567456042,0.15240598011249726,0.05,0.05,0.0,0.13571291996650414,0.465729931689434,0.08571291996650414,0.415729931689434,0.0012123877273767876,0.0012123877273767876,1.0,0.692364513874054,0.012202576734125614,2.0,1.0,1.0
2400,post,0.16955456289170864,0.16955456289170864,0.21071428571428572,0.17112315687266466,0.12214285714285714,0.01077533019120629,0.4998572209916926,0.4998572209916926,0.7656931773560357,0.9497782841481435,0.07425561213231868,0.14214641080312723,0.060751962018092624,0.05544049136025768,0.2857142857142857,0.053944248262033125,0.09113872170790205,0.08207805511839393,8,0.007066036458008114,60000,1.0,0.1,0.0,0.3678616395293102,0.0,1.0,0.005992967813991945,0.2462585113071049,0.05,0.05,1.0,0.010223814218802314,0.47122912696829583,-0.03977618578119769,0.42122912696829584,2.531815016768198e-05,2.5318150167681987e-05,1.0,0.6925290822982788,0.013259855099022388,2.0,1.0,1.0
2600,post,0.18041814417519444,0.18041814417519444,0.221875,0.18218099658764572,0.131875,0.0526399840827965,0.49972874573931275,0.49972874573931275,0.6363436430710538,0.7898086408656921,0.16653999587702112,0.3283582089552239,0.0928001548549972,0.023656073522423368,0.3333333333333333,0.08240120032275226,0.1867224252429248,0.018576080738122423,8,0.006788828236441658,65000,1.0,0.1,0.0,0.3257745928466879,0.0,1.0,0.0,0.34546945254324757,0.05,0.05,1.0,0.048632599508481894,0.45729197925088266,-0.0013674004915181087,0.4072919792508827,0.00014809202527832694,0.0001480920252783269,1.0,0.6931471824645996,0.014273373410105705,2.0,1.0,1.0
2800,post,0.18228165545547273,0.18228165545547273,0.2222222222222222,0.1837133780222855,0.13166666666666665,0.0023909374617439166,0.49960888605997666,0.49960888605997666,0.18948117203696202,1.0045867435225866,0.15383276931315257,0.20248756218905473,0.04958355139017717,0.0022372968269671126,0.5,0.04513299618227339,0.17026845470163018,0.005889724947177454,8,0.006541878578549558,70000,1.0,0.1,0.0,0.37188525115110754,0.0,1.0,0.0,0.4569434894080135,0.05,0.05,1.0,0.002287687280449169,0.47600677944909,-0.047712312719550835,0.42600677944909,0.0,0.0,0.0,0.6936025023460388,0.01526426151394844,2.0,1.0,1.0
3000,post,0.1859364969582231,0.1859364969582231,0.2255,0.18733026529184518,0.137,0.04925791303734116,0.49963131302083336,0.49963131302083336,0.31005348629587876,1.2882645911397905,0.17158380808488224,0.16832504145936983,0.045263382629361124,0.023393876150265273,0.4166666666666667,0.04120060016137613,0.3135145603171037,0.028041106956223874,8,0.006320055140639192,75000,1.0,0.1,0.0,0.3139238861038443,0.0,1.0,0.0,0.5773752055995995,0.05,0.05,1.0,0.04730876358475654,0.47799561462108264,-0.0026912364152434642,0.42799561462108265,0.0,0.0,0.0,0.6931471824645996,0.016222910955548286,2.0,1.0,1.0
3200,post,0.1842758368086394,0.1842758368086394,0.2240909090909091,0.1857376160484403,0.13636363636363635,0.15730538264908778,0.019999999999999997,0.019999999999999997,0.8225508771804132,0.31158029577616636,0.013333333333333197,0.3333333333333333,0.09052676525872225,0.05469061254064993,0.3333333333333333,0.08240120032275226,0.02021378735050691,0.0302275772999417,8,0.006119367076702041,80000,1.0,0.1,0.0,0.3909022308639786,0.0,1.0,0.0076264035970806335,0.5773752055995995,0.05,0.05,0.0,0.14533001497243553,0.018339760780887476,0.09533001497243553,-0.031660239219112526,0.0,0.0,0.0,0.6931471824645996,0.017198508605360985,2.0,1.0,1.0
3400,post,0.18534022855031693,0.18534022855031693,0.22583333333333333,0.1869205095708855,0.13708333333333333,0.011882885379723616,0.5001433825667277,0.5001433825667277,0.3707360444048062,0.9144512571525473,0.10781204514970705,0.19800995024875623,0.07325840278398145,0.010319513569457102,0.4,0.06382769531150415,0.22012945261121858,0.018373001604504377,8,0.005936658075098749,85000,1.0,0.1,0.0,0.3334478304481746,0.0,1.0,0.0,0.7037288169920204,0.05,0.05,1.0,0.01116993422157912,0.46600462784114194,-0.03883006577842088,0.41600462784114195,3.149386695491065e-05,3.149386695491065e-05,1.0,0.6933488249778748,0.018148822709918022,2.0,1.0,1.0
3600,post,0.1833153018389792,0.1833153018389792,0.225,0.1851133310146222,0.1346153846153846,0.0011519041873996856,0.019999999999999997,0.019999999999999997,0.6499316450809504,0.31158029577616636,0.013333333333333197,0.3333333333333333,0.09052676525872225,0.025920740524072786,0.3333333333333333,0.08240120032275226,0.02015915339633074,0.03841301319658481,8,0.005769394608674284,90000,1.0,0.1,0.0,0.4254788057049626,0.0,1.0,0.0,0.7399162501880081,0.05,0.05,1.0,0.0010642118532908213,0.018339760780887476,-0.04893578814670918,-0.031660239219112526,0.0,0.0,0.0,0.6931471824645996,0.01914922706782818,2.0,1.0,1.0
3800,post,0.1854257632091142,0.1854257632091142,0.2282142857142857,0.18750441559227946,0.13785714285714284,0.0,0.4993503329795109,0.4993503329795109,0.12675739561935273,0.8145656029949854,0.2938884301557959,0.43354655294953803,0.059263679173941895,0.009434449547643243,1.0,0.053944248262033125,0.3064115020325591,0.0112954904142769,8,0.005615516354899812,95000,1.0,0.1,0.0,0.18520954772421733,0.0,1.0,0.0,0.8751465214827655,0.05,0.05,1.0,0.0,0.4714126829770329,-0.05,0.42141268297703294,0.0,0.0,0.0,0.6930699944496155,0.02011485956609249,2.0,1.0,1.0
4000,post,0.18733200360113092,0.18733200360113092,0.23,0.18940960248631064,0.139,0.0,0.0210361086422081,0.0210361086422081,0.43350263686415513,0.11156287390093006,0.02103610864220781,1.0,0.09052676525872225,0.13435011810932532,1.0,0.08240120032275226,0.021306387531395785,0.1359283292719636,8,0.005473328305111973,100000,1.0,0.1,0.0,0.3591659156394472,0.0,1.0,0.0,0.9193380253849637,0.05,0.05,1.0,0.0,0.019289860012942812,-0.05,-0.03071013998705719,0.0,0.0,0.0,0.6931471824645996,0.020932355895638466,2.0,1.0,1.0
