step,mrr,ap,hits@10,last_loss,mem_norm_mean,n_groups_seen,w_pos_max,w_pos_min
5600,0.14832122299057976,0.14832122299057976,0.25,0.6949111223220825,0.028490150347352028,1.0,1.0,1.0
5800,0.16727491403072908,0.16727491403072908,0.245,0.6932693123817444,0.029474282637238503,1.0,1.0,1.0
6000,0.19340965713363512,0.19340965713363512,0.265,0.6922838091850281,0.030347399413585663,1.0,1.0,1.0
6200,0.18706941556146636,0.18706941556146636,0.235,0.6936262845993042,0.03131396323442459,1.0,1.0,1.0
6400,0.19091254127375862,0.19091254127375862,0.305,0.6931471824645996,0.0321868397295475,1.0,1.0,1.0
6600,0.18674563665199376,0.18674563665199376,0.255,0.6931471824645996,0.033093132078647614,1.0,1.0,1.0
6800,0.16095936097392,0.16095936097392,0.265,0.6931471824645996,0.03407639265060425,1.0,1.0,1.0
7000,0.2129488007929529,0.2129488007929529,0.315,0.6931471824645996,0.03489551320672035,1.0,1.0,1.0
7200,0.18380647503779557,0.18380647503779557,0.3,0.6935275793075562,0.03582398593425751,1.0,1.0,1.0
7400,0.18919168170853864,0.18919168170853864,0.325,0.6931471824645996,0.03661959990859032,1.0,1.0,1.0
7600,0.20414711066548918,0.20414711066548918,0.3,0.6937310099601746,0.03742291033267975,1.0,1.0,1.0
7800,0.19112747220173143,0.19112747220173143,0.32,0.6931471824645996,0.038249421864748,1.0,1.0,1.0
8000,0.15957328790070593,0.15957328790070593,0.29,0.6931471824645996,0.03910550847649574,1.0,1.0,1.0
8200,0.2237583388419829,0.2237583388419829,0.35,0.6916942596435547,0.03989959880709648,1.0,1.0,1.0
8400,0.18845343658903219,0.18845343658903219,0.275,0.6931471824645996,0.04086221754550934,1.0,1.0,1.0
8600,0.18760853437261615,0.18760853437261615,0.29,0.6935749650001526,0.04167178273200989,1.0,1.0,1.0
8800,0.24399791681003535,0.24399791681003535,0.35,0.6931471824645996,0.04248345270752907,1.0,1.0,1.0
9000,0.17119104589673131,0.17119104589673131,0.25,0.693146824836731,0.04342835023999214,1.0,1.0,1.0
9200,0.12574487016372762,0.12574487016372762,0.225,0.6931471824645996,0.044318925589323044,1.0,1.0,1.0
9400,0.19982612186367785,0.19982612186367785,0.31,0.6903442144393921,0.045189931988716125,1.0,1.0,1.0
9600,0.1593613199342596,0.1593613199342596,0.24,0.6922008395195007,0.04616845026612282,1.0,1.0,1.0
9800,0.20619680342179492,0.20619680342179492,0.315,0.6939827799797058,0.046987228095531464,1.0,1.0,1.0
10000,0.20427415646113561,0.20427415646113561,0.325,0.6921499967575073,0.04779491946101189,1.0,1.0,1.0
10200,0.24054997053073948,0.24054997053073948,0.35,0.6881236433982849,0.04861723631620407,1.0,1.0,1.0
10400,0.2023837228285095,0.2023837228285095,0.29,0.6931471824645996,0.04945188760757446,1.0,1.0,1.0
10600,0.18929848791809628,0.18929848791809628,0.3,0.6931471824645996,0.05035393312573433,1.0,1.0,1.0
10800,0.18092213046125313,0.18092213046125313,0.305,0.6958886981010437,0.051186852157115936,1.0,1.0,1.0
11000,0.2516263547718068,0.2516263547718068,0.355,0.6921383738517761,0.0520411878824234,1.0,1.0,1.0
11200,0.2138103172708071,0.2138103172708071,0.32,0.6951080560684204,0.05281168222427368,1.0,1.0,1.0
11400,0.16923164326038773,0.16923164326038773,0.265,0.6938128471374512,0.05373089388012886,1.0,1.0,1.0
11600,0.22400234704783603,0.22400234704783603,0.32,0.6931471824645996,0.05452635884284973,1.0,1.0,1.0
11800,0.20518653747932078,0.20518653747932078,0.31,0.6931471824645996,0.05534981191158295,1.0,1.0,1.0
12000,0.1733944859585897,0.1733944859585897,0.31,0.6909083127975464,0.05619073286652565,1.0,1.0,1.0
12200,0.21600791679828205,0.21600791679828205,0.355,0.6931471824645996,0.057019948959350586,1.0,1.0,1.0
12400,0.2196289623836454,0.2196289623836454,0.36,0.6908669471740723,0.05782296881079674,1.0,1.0,1.0
12600,0.19028162657011474,0.19028162657011474,0.32,0.6936587691307068,0.0587310865521431,1.0,1.0,1.0
12800,0.20854782940245462,0.20854782940245462,0.28,0.6931471824645996,0.05959557741880417,1.0,1.0,1.0
13000,0.19498181323760608,0.19498181323760608,0.315,0.6931471824645996,0.06046421080827713,1.0,1.0,1.0
13200,0.14289722065150542,0.14289722065150542,0.26,0.6931471824645996,0.06134023517370224,1.0,1.0,1.0
13400,0.18846165738553272,0.18846165738553272,0.32,0.6937064528465271,0.062227215617895126,1.0,1.0,1.0
13600,0.17547000062449045,0.17547000062449045,0.3,0.6931471824645996,0.06316007673740387,1.0,1.0,1.0
13800,0.13992374132647942,0.13992374132647942,0.265,0.6931471824645996,0.06415630131959915,1.0,1.0,1.0
14000,0.2002166214986469,0.2002166214986469,0.35,0.6931471824645996,0.06510864943265915,1.0,1.0,1.0
14200,0.14846677455745758,0.14846677455745758,0.285,0.6915929913520813,0.06599478423595428,1.0,1.0,1.0
14400,0.16169156694389206,0.16169156694389206,0.32,0.6936100125312805,0.0668225958943367,1.0,1.0,1.0
14600,0.1713623535938589,0.1713623535938589,0.355,0.6931471824645996,0.06773004680871964,1.0,1.0,1.0
14800,0.20247108302123584,0.20247108302123584,0.35,0.7063665986061096,0.0684974417090416,1.0,1.0,1.0
15000,0.15112402885671075,0.15112402885671075,0.32,0.6931471824645996,0.06940726935863495,1.0,1.0,1.0
15200,0.11505613319909994,0.11505613319909994,0.225,0.6931471824645996,0.07013878971338272,1.0,1.0,1.0
15400,0.1926690284057839,0.1926690284057839,0.295,0.6955336928367615,0.07103347033262253,1.0,1.0,1.0
15600,0.15428139937451038,0.15428139937451038,0.305,0.6928056478500366,0.0719742700457573,1.0,1.0,1.0
15800,0.17188641176960476,0.17188641176960476,0.305,0.6931471824645996,0.07282096147537231,1.0,1.0,1.0
16000,0.1958202842090901,0.1958202842090901,0.315,0.6931471824645996,0.07368063181638718,1.0,1.0,1.0
16200,0.16955447024665615,0.16955447024665615,0.315,0.6931471824645996,0.07445774972438812,1.0,1.0,1.0
16400,0.14191151716415415,0.14191151716415415,0.31,0.6931471824645996,0.07524047046899796,1.0,1.0,1.0
16600,0.16977827064303053,0.16977827064303053,0.345,0.6931471824645996,0.07605992257595062,1.0,1.0,1.0
16800,0.19363937741935477,0.19363937741935477,0.295,0.6931471824645996,0.07690113037824631,1.0,1.0,1.0
17000,0.21222783757514863,0.21222783757514863,0.365,0.6880040764808655,0.07772872596979141,1.0,1.0,1.0
17200,0.14711281644403096,0.14711281644403096,0.28,0.6931471824645996,0.07859605550765991,1.0,1.0,1.0
17400,0.16726123022544914,0.16726123022544914,0.35,0.690985381603241,0.07932502031326294,1.0,1.0,1.0
17600,0.15885748177825942,0.15885748177825942,0.34,0.6955648064613342,0.08014748990535736,1.0,1.0,1.0
17800,0.16417419578403578,0.16417419578403578,0.26,0.694426417350769,0.08095774054527283,1.0,1.0,1.0
18000,0.20086739396945993,0.20086739396945993,0.35,0.7081279158592224,0.0817737951874733,1.0,1.0,1.0
18200,0.14909638322174154,0.14909638322174154,0.29,0.6931471824645996,0.08265773206949234,1.0,1.0,1.0
18400,0.16219811855310248,0.16219811855310248,0.335,0.6948076486587524,0.08345325291156769,1.0,1.0,1.0
18600,0.18911687085434614,0.18911687085434614,0.31,0.6926731467247009,0.0842222049832344,1.0,1.0,1.0
18800,0.14015076251036374,0.14015076251036374,0.285,0.6790518760681152,0.08498983085155487,1.0,1.0,1.0
19000,0.2195888159820691,0.2195888159820691,0.365,0.6920722126960754,0.08564811944961548,1.0,1.0,1.0
19200,0.17840046562438502,0.17840046562438502,0.32,0.6931471824645996,0.08643771708011627,1.0,1.0,1.0
19400,0.15680603680854488,0.15680603680854488,0.285,0.6931471824645996,0.0873587355017662,1.0,1.0,1.0
19600,0.1406207958055797,0.1406207958055797,0.3,0.6931471824645996,0.08817680925130844,1.0,1.0,1.0
19800,0.11571109445929725,0.11571109445929725,0.24,0.6931471824645996,0.08905618637800217,1.0,1.0,1.0
20000,0.15749417581051717,0.15749417581051717,0.32,0.6944976449012756,0.08990012854337692,1.0,1.0,1.0
20200,0.13594092231148094,0.13594092231148094,0.295,0.6974101662635803,0.09073033928871155,1.0,1.0,1.0
20400,0.14553050590472538,0.14553050590472538,0.36,0.693552553653717,0.0915418416261673,1.0,1.0,1.0
20600,0.2048460114154316,0.2048460114154316,0.37,0.6931471824645996,0.09233492612838745,1.0,1.0,1.0
20800,0.1721588708687711,0.1721588708687711,0.355,0.6931471824645996,0.09304112195968628,1.0,1.0,1.0
21000,0.18161661364533635,0.18161661364533635,0.31,0.6869796514511108,0.09389334917068481,1.0,1.0,1.0
21200,0.207415717252882,0.207415717252882,0.36,0.6931471824645996,0.09454262256622314,1.0,1.0,1.0
21400,0.15853242197965586,0.15853242197965586,0.305,0.6934826374053955,0.09536941349506378,1.0,1.0,1.0
21600,0.1899321135639448,0.1899321135639448,0.35,0.6957492232322693,0.09613533318042755,1.0,1.0,1.0
21800,0.18929776890484354,0.18929776890484354,0.375,0.6931471824645996,0.09687809646129608,1.0,1.0,1.0
22000,0.18177269083072145,0.18177269083072145,0.335,0.6927101612091064,0.09768501669168472,1.0,1.0,1.0
22200,0.16476101206540059,0.16476101206540059,0.315,0.6881701350212097,0.09855997562408447,1.0,1.0,1.0
22400,0.15732656426866062,0.15732656426866062,0.3,0.6932517886161804,0.09935392439365387,1.0,1.0,1.0
22600,0.14856117654101803,0.14856117654101803,0.275,0.6931471824645996,0.10016272217035294,1.0,1.0,1.0
22800,0.16025523309658535,0.16025523309658535,0.32,0.6938738226890564,0.10097678005695343,1.0,1.0,1.0
23000,0.19835284775786696,0.19835284775786696,0.38,0.6916595697402954,0.10182004421949387,1.0,1.0,1.0
23200,0.18029398394436214,0.18029398394436214,0.38,0.6931830048561096,0.10264921933412552,1.0,1.0,1.0
23400,0.1802308753912682,0.1802308753912682,0.41,0.6931471824645996,0.10352390259504318,1.0,1.0,1.0
23600,0.13288180952133283,0.13288180952133283,0.29,0.6933730244636536,0.10441232472658157,1.0,1.0,1.0
23800,0.1923260163586165,0.1923260163586165,0.375,0.6920705437660217,0.10525242984294891,1.0,1.0,1.0
24000,0.1596251939704425,0.1596251939704425,0.325,0.695440948009491,0.10617982596158981,1.0,1.0,1.0
24200,0.14991225996855786,0.14991225996855786,0.315,0.6931471824645996,0.10705159604549408,1.0,1.0,1.0
24400,0.18330634289546255,0.18330634289546255,0.385,0.6983726620674133,0.10778774321079254,1.0,1.0,1.0
24600,0.15534227695048572,0.15534227695048572,0.3,0.6931471824645996,0.10863339900970459,1.0,1.0,1.0
24800,0.17076122518955772,0.17076122518955772,0.34,0.694736659526825,0.10944252461194992,1.0,1.0,1.0
25000,0.18385515581122047,0.18385515581122047,0.345,0.6974602341651917,0.11023122072219849,1.0,1.0,1.0
25200,0.16348433328922785,0.16348433328922785,0.355,0.6931471824645996,0.11091535538434982,1.0,1.0,1.0
25400,0.1688679195780579,0.1688679195780579,0.305,0.6952191591262817,0.11167348921298981,1.0,1.0,1.0
25600,0.15612580362130843,0.15612580362130843,0.345,0.6938199996948242,0.11245515197515488,1.0,1.0,1.0
25800,0.18944547771715278,0.18944547771715278,0.35,0.6919242739677429,0.11320662498474121,1.0,1.0,1.0
26000,0.23087353787063628,0.23087353787063628,0.395,0.692967414855957,0.11397018283605576,1.0,1.0,1.0
26200,0.12522673118798663,0.12522673118798663,0.31,0.6931471824645996,0.114710234105587,1.0,1.0,1.0
26400,0.14293502122100288,0.14293502122100288,0.305,0.6945661902427673,0.11552063375711441,1.0,1.0,1.0
26600,0.1784534999810365,0.1784534999810365,0.325,0.6934695839881897,0.1162683516740799,1.0,1.0,1.0
26800,0.19289798172929054,0.19289798172929054,0.37,0.6933256387710571,0.11696591973304749,1.0,1.0,1.0
27000,0.19723179004345098,0.19723179004345098,0.365,0.6931471824645996,0.11767316609621048,1.0,1.0,1.0
27200,0.23998608237887312,0.23998608237887312,0.415,0.6972113847732544,0.11828193068504333,1.0,1.0,1.0
27400,0.17564682932736161,0.17564682932736161,0.37,0.6931471824645996,0.11900875717401505,1.0,1.0,1.0
27600,0.2001021408498379,0.2001021408498379,0.39,0.6951799988746643,0.11976253241300583,1.0,1.0,1.0
27800,0.1758519511497465,0.1758519511497465,0.34,0.6940352916717529,0.1205335408449173,1.0,1.0,1.0
28000,0.17753958361850464,0.17753958361850464,0.3,0.6965368390083313,0.12128365784883499,1.0,1.0,1.0
28200,0.16509762710920525,0.16509762710920525,0.305,0.695231020450592,0.12200870364904404,1.0,1.0,1.0
28400,0.16784616654042817,0.16784616654042817,0.335,0.6931471824645996,0.1227789968252182,1.0,1.0,1.0
28600,0.14419426337746288,0.14419426337746288,0.33,0.6931471824645996,0.12352965027093887,1.0,1.0,1.0
28800,0.16734648747044495,0.16734648747044495,0.32,0.6910845041275024,0.12435765564441681,1.0,1.0,1.0
29000,0.1523689559532272,0.1523689559532272,0.325,0.6955695152282715,0.12512467801570892,1.0,1.0,1.0
29200,0.15891110153604002,0.15891110153604002,0.34,0.6931471824645996,0.12581056356430054,1.0,1.0,1.0
29400,0.18424428047368369,0.18424428047368369,0.37,0.6935052871704102,0.12657465040683746,1.0,1.0,1.0
29600,0.17391879942217794,0.17391879942217794,0.375,0.6931471824645996,0.12733420729637146,1.0,1.0,1.0
29800,0.13553710073151426,0.13553710073151426,0.315,0.7080960273742676,0.12811428308486938,1.0,1.0,1.0
30000,0.1639163889251283,0.1639163889251283,0.34,0.6931471824645996,0.12892776727676392,1.0,1.0,1.0
30200,0.16765371297757156,0.16765371297757156,0.34,0.6931471824645996,0.12975402176380157,1.0,1.0,1.0
30400,0.12854196046861457,0.12854196046861457,0.3,0.6941512227058411,0.13062746822834015,1.0,1.0,1.0
30600,0.18069848500452929,0.18069848500452929,0.385,0.6801203489303589,0.13140825927257538,1.0,1.0,1.0
30800,0.17582177464964716,0.17582177464964716,0.4,0.6931471824645996,0.13220927119255066,1.0,1.0,1.0
31000,0.16145041706431043,0.16145041706431043,0.355,0.6842836141586304,0.13302847743034363,1.0,1.0,1.0
31200,0.15899941632620496,0.15899941632620496,0.38,0.6931471824645996,0.13376682996749878,1.0,1.0,1.0
31400,0.12395230119107048,0.12395230119107048,0.31,0.6931471824645996,0.1345733404159546,1.0,1.0,1.0
31600,0.15248567750611228,0.15248567750611228,0.375,0.6931471824645996,0.1353820562362671,1.0,1.0,1.0
31800,0.20831833034909292,0.20831833034909292,0.425,0.6931471824645996,0.13603787124156952,1.0,1.0,1.0
32000,0.15194523338742616,0.15194523338742616,0.285,0.6944894194602966,0.1367998719215393,1.0,1.0,1.0
32200,0.15248245261439067,0.15248245261439067,0.35,0.6889004707336426,0.1375615894794464,1.0,1.0,1.0
32400,0.21243218796774158,0.21243218796774158,0.42,0.6938453912734985,0.13823257386684418,1.0,1.0,1.0
32600,0.1772891763752691,0.1772891763752691,0.38,0.6931471824645996,0.13895246386528015,1.0,1.0,1.0
32800,0.1748746386696252,0.1748746386696252,0.35,0.6972447037696838,0.13956908881664276,1.0,1.0,1.0
33000,0.18794343736844926,0.18794343736844926,0.37,0.6870486736297607,0.14026786386966705,1.0,1.0,1.0
33200,0.1489685926600794,0.1489685926600794,0.305,0.6931471824645996,0.141093447804451,1.0,1.0,1.0
33400,0.19093900889962362,0.19093900889962362,0.38,0.6993165016174316,0.14185726642608643,1.0,1.0,1.0
33600,0.1408516850473015,0.1408516850473015,0.325,0.6931471824645996,0.14269782602787018,1.0,1.0,1.0
33800,0.15078822918057383,0.15078822918057383,0.355,0.6931471824645996,0.1434655487537384,1.0,1.0,1.0
34000,0.1759704642573575,0.1759704642573575,0.385,0.7080791592597961,0.14413219690322876,1.0,1.0,1.0
34200,0.1507465528986586,0.1507465528986586,0.345,0.6931471824645996,0.14486895501613617,1.0,1.0,1.0
34400,0.17629936969527044,0.17629936969527044,0.36,0.6931471824645996,0.1455843448638916,1.0,1.0,1.0
34600,0.20155326337731153,0.20155326337731153,0.365,0.6931471824645996,0.14629974961280823,1.0,1.0,1.0
34800,0.14026944851210055,0.14026944851210055,0.295,0.6938787698745728,0.14703147113323212,1.0,1.0,1.0
35000,0.1844520385083754,0.1844520385083754,0.43,0.6950457096099854,0.14771461486816406,1.0,1.0,1.0
35200,0.18180626773643557,0.18180626773643557,0.36,0.6931471824645996,0.14841541647911072,1.0,1.0,1.0
35400,0.14837031898208117,0.14837031898208117,0.285,0.6931471824645996,0.14916689693927765,1.0,1.0,1.0
35600,0.19498261701678246,0.19498261701678246,0.385,0.6878406405448914,0.1497812271118164,1.0,1.0,1.0
35800,0.1948098223561118,0.1948098223561118,0.375,0.6982746720314026,0.15039515495300293,1.0,1.0,1.0
36000,0.16720664795273682,0.16720664795273682,0.37,0.6934972405433655,0.15111567080020905,1.0,1.0,1.0
36200,0.13526797380670122,0.13526797380670122,0.335,0.6931471824645996,0.1519019603729248,1.0,1.0,1.0
36400,0.16977694564875162,0.16977694564875162,0.39,0.6956311464309692,0.15265043079853058,1.0,1.0,1.0
36600,0.17385155305418667,0.17385155305418667,0.36,0.6931471824645996,0.1533595472574234,1.0,1.0,1.0
36800,0.1963897088395622,0.1963897088395622,0.45,0.6931471824645996,0.15413828194141388,1.0,1.0,1.0
37000,0.1760541827646379,0.1760541827646379,0.41,0.6894732117652893,0.1548898071050644,1.0,1.0,1.0
37200,0.14480680050387995,0.14480680050387995,0.355,0.6921711564064026,0.15564042329788208,1.0,1.0,1.0
37400,0.15758465823886916,0.15758465823886916,0.37,0.6931471824645996,0.15635842084884644,1.0,1.0,1.0
37600,0.17883004304277222,0.17883004304277222,0.39,0.6931471824645996,0.15706558525562286,1.0,1.0,1.0
37800,0.14630800428105434,0.14630800428105434,0.33,0.6935617327690125,0.1578214466571808,1.0,1.0,1.0
38000,0.1654291412607987,0.1654291412607987,0.35,0.6947859525680542,0.15858568251132965,1.0,1.0,1.0
38200,0.12531296123289573,0.12531296123289573,0.285,0.684295117855072,0.15937139093875885,1.0,1.0,1.0
38400,0.129809599245375,0.129809599245375,0.28,0.6841400861740112,0.1601424217224121,1.0,1.0,1.0
38600,0.19952085337517167,0.19952085337517167,0.44,0.6911815404891968,0.1607844978570938,1.0,1.0,1.0
38800,0.19898238686033623,0.19898238686033623,0.385,0.6943126320838928,0.16148625314235687,1.0,1.0,1.0
39000,0.1609217090868649,0.1609217090868649,0.375,0.6931471824645996,0.1622537523508072,1.0,1.0,1.0
39200,0.15527905416252297,0.15527905416252297,0.32,0.6998297572135925,0.16300714015960693,1.0,1.0,1.0
39400,0.14451807081840226,0.14451807081840226,0.325,0.6926532983779907,0.16373230516910553,1.0,1.0,1.0
39600,0.1688471444940933,0.1688471444940933,0.375,0.6960064172744751,0.16444271802902222,1.0,1.0,1.0
39800,0.17682526985088834,0.17682526985088834,0.375,0.6976862549781799,0.1651601344347,1.0,1.0,1.0
40000,0.1582501251097736,0.1582501251097736,0.405,0.6939937472343445,0.16587013006210327,1.0,1.0,1.0
40200,0.1488175778611246,0.1488175778611246,0.31,0.6967677474021912,0.1666371375322342,1.0,1.0,1.0
40400,0.12948301185514133,0.12948301185514133,0.275,0.688205897808075,0.1673928201198578,1.0,1.0,1.0
40600,0.18032687573557682,0.18032687573557682,0.325,0.6944931149482727,0.16816109418869019,1.0,1.0,1.0
40800,0.14404054791419962,0.14404054791419962,0.36,0.6931471824645996,0.16899339854717255,1.0,1.0,1.0
41000,0.18645840698363444,0.18645840698363444,0.4,0.6938632726669312,0.1696755439043045,1.0,1.0,1.0
41200,0.1858301064383782,0.1858301064383782,0.405,0.6931471824645996,0.1704460084438324,1.0,1.0,1.0
41400,0.17874165256878627,0.17874165256878627,0.375,0.7056688666343689,0.17116963863372803,1.0,1.0,1.0
41600,0.1767792817993724,0.1767792817993724,0.37,0.6931471824645996,0.17185218632221222,1.0,1.0,1.0
41800,0.18874722893093093,0.18874722893093093,0.355,0.692930281162262,0.1725206971168518,1.0,1.0,1.0
42000,0.14386519337054993,0.14386519337054993,0.345,0.6943249106407166,0.17326396703720093,1.0,1.0,1.0
42200,0.1543224172702865,0.1543224172702865,0.31,0.6931471824645996,0.17398686707019806,1.0,1.0,1.0
42400,0.18986658277290208,0.18986658277290208,0.39,0.6931471824645996,0.1746498942375183,1.0,1.0,1.0
42600,0.17403892344649885,0.17403892344649885,0.365,0.7012688517570496,0.1753733903169632,1.0,1.0,1.0
42800,0.1922899658568473,0.1922899658568473,0.375,0.6952508687973022,0.17612744867801666,1.0,1.0,1.0
43000,0.20231094544124925,0.20231094544124925,0.38,0.6931471824645996,0.17680814862251282,1.0,1.0,1.0
43200,0.15939378320723407,0.15939378320723407,0.345,0.6931471824645996,0.1774713397026062,1.0,1.0,1.0
43400,0.14619646506530345,0.14619646506530345,0.335,0.6931471824645996,0.17817136645317078,1.0,1.0,1.0
43600,0.16348274705352153,0.16348274705352153,0.325,0.6916934251785278,0.17879609763622284,1.0,1.0,1.0
43800,0.17417029196018746,0.17417029196018746,0.36,0.6977118253707886,0.1794758290052414,1.0,1.0,1.0
44000,0.1638913084141166,0.1638913084141166,0.36,0.6975364685058594,0.18021097779273987,1.0,1.0,1.0
44200,0.12897525823655426,0.12897525823655426,0.275,0.6931471824645996,0.18087340891361237,1.0,1.0,1.0
44400,0.1470894686498378,0.1470894686498378,0.375,0.6931471824645996,0.1815335750579834,1.0,1.0,1.0
44600,0.1522397123030235,0.1522397123030235,0.315,0.6931471824645996,0.1821185052394867,1.0,1.0,1.0
44800,0.15005654149208295,0.15005654149208295,0.345,0.6939461827278137,0.1827867031097412,1.0,1.0,1.0
45000,0.15596423954308186,0.15596423954308186,0.345,0.7001452445983887,0.18349194526672363,1.0,1.0,1.0
45200,0.21182071310790648,0.21182071310790648,0.425,0.6947135329246521,0.18395540118217468,1.0,1.0,1.0
45400,0.11255990680185056,0.11255990680185056,0.27,0.6967995166778564,0.18469509482383728,1.0,1.0,1.0
45600,0.1717959938509491,0.1717959938509491,0.36,0.6979775428771973,0.18526816368103027,1.0,1.0,1.0
45800,0.11525070320889555,0.11525070320889555,0.29,0.6948913931846619,0.18598680198192596,1.0,1.0,1.0
46000,0.174796947305982,0.174796947305982,0.405,0.6918476223945618,0.1866408884525299,1.0,1.0,1.0
46200,0.182678523682818,0.182678523682818,0.385,0.6931471824645996,0.18746747076511383,1.0,1.0,1.0
46400,0.12673546565960256,0.12673546565960256,0.315,0.6932066082954407,0.18815185129642487,1.0,1.0,1.0
46600,0.12571528825276707,0.12571528825276707,0.31,0.7116777896881104,0.18882714211940765,1.0,1.0,1.0
46800,0.1565353059288879,0.1565353059288879,0.355,0.6931471824645996,0.18944498896598816,1.0,1.0,1.0
47000,0.14553228631937282,0.14553228631937282,0.32,0.6931471824645996,0.1902206987142563,1.0,1.0,1.0
47200,0.18765745060241038,0.18765745060241038,0.38,0.6782357096672058,0.19082066416740417,1.0,1.0,1.0
47400,0.15665291517137533,0.15665291517137533,0.335,0.6931471824645996,0.19144588708877563,1.0,1.0,1.0
47600,0.1928292373716535,0.1928292373716535,0.425,0.6931471824645996,0.19211621582508087,1.0,1.0,1.0
47800,0.14262608147930675,0.14262608147930675,0.345,0.6949136853218079,0.19278009235858917,1.0,1.0,1.0
48000,0.1547003766352882,0.1547003766352882,0.315,0.6931471824645996,0.19355148077011108,1.0,1.0,1.0
48200,0.15423622290372654,0.15423622290372654,0.345,0.6976568102836609,0.1941620111465454,1.0,1.0,1.0
48400,0.13079773333152467,0.13079773333152467,0.29,0.6712124943733215,0.1948939561843872,1.0,1.0,1.0
48600,0.17603207194019121,0.17603207194019121,0.385,0.6974937915802002,0.19544453918933868,1.0,1.0,1.0
48800,0.1867959115608059,0.1867959115608059,0.365,0.7051788568496704,0.1960974484682083,1.0,1.0,1.0
49000,0.17265276280417377,0.17265276280417377,0.4,0.6942619681358337,0.19677531719207764,1.0,1.0,1.0
49200,0.1847988011465566,0.1847988011465566,0.35,0.6971322894096375,0.19739532470703125,1.0,1.0,1.0
49400,0.18537210570329243,0.18537210570329243,0.36,0.6933666467666626,0.19808200001716614,1.0,1.0,1.0
49600,0.19730293237671181,0.19730293237671181,0.375,0.6942253112792969,0.19872309267520905,1.0,1.0,1.0
49800,0.17228843654238243,0.17228843654238243,0.365,0.6940765380859375,0.19932451844215393,1.0,1.0,1.0
50000,0.1689751021818663,0.1689751021818663,0.35,0.6928806304931641,0.20006810128688812,1.0,1.0,1.0
